url;nama;ratings;reviewers;kategori;alamat;jam-opearsional
https://www.google.com/maps/place/Warkop+Hs+Aparkost/data=!4m7!3m6!1s0x2e69c5fcd6d23521:0xbfcbd66dbb977d4c!8m2!3d-6.5516961!4d106.7349505!16s%2Fg%2F11svggjj10!19sChIJITXS1vzFaS4RTH2Xu23Wy78?authuser=0&hl=id&rclk=1;Warkop Hs Aparkost;3,7;(3);Kedai Kopi;CPXP+826;
https://www.google.com/maps/place/Mixue+Dramaga/data=!4m7!3m6!1s0x2e69c5cdd5ef41d3:0x76b247465325ff02!8m2!3d-6.5682467!4d106.7380746!16s%2Fg%2F11s8mry2jx!19sChIJ00Hv1c3FaS4RAv8lU0ZHsnY?authuser=0&hl=id&rclk=1;Mixue Dramaga;4,4;(302);Kafe;Jalan Raya Dramaga Km.8 Ruko 16;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Kebab+Monster+Dramaga/data=!4m7!3m6!1s0x2e69c5b906af98c7:0xcdfa5cbbe39b3760!8m2!3d-6.5588263!4d106.7335657!16s%2Fg%2F11g1pp9j3t!19sChIJx5ivBrnFaS4RYDeb47tc-s0?authuser=0&hl=id&rclk=1;Kebab Monster Dramaga;4,7;(215);Kebab;Jl. Babakan Tengah No.48, RT.01/RW.09;⋅ Buka pukul 11.00
https://www.google.com/maps/place/WARKOP+TANJAKAN/data=!4m7!3m6!1s0x2e69c52ec5a25b69:0x9ea9efa43611c449!8m2!3d-6.5629519!4d106.7238343!16s%2Fg%2F11j22kxd1s!19sChIJaVuixS7FaS4RScQRNqTvqZ4?authuser=0&hl=id&rclk=1;WARKOP TANJAKAN;4,8;(12);Kedai Kopi;Jl. Nasional 11 No.8-823;⋅ Buka pukul 18.00
https://www.google.com/maps/place/Warkop+Hs+Aparkost/data=!4m7!3m6!1s0x2e69c5fcd6d23521:0xbfcbd66dbb977d4c!8m2!3d-6.5516961!4d106.7349505!16s%2Fg%2F11svggjj10!19sChIJITXS1vzFaS4RTH2Xu23Wy78?authuser=0&hl=id&rclk=1;Warkop Hs Aparkost;3,7;(3);Kedai Kopi;CPXP+826;
https://www.google.com/maps/place/Warung+Pojok+Three+Al/data=!4m7!3m6!1s0x2e69c50644740f7b:0xb341b88247f059f3!8m2!3d-6.561008!4d106.7352276!16s%2Fg%2F11j2vrggg1!19sChIJew90RAbFaS4R81nwR4K4QbM?authuser=0&hl=id&rclk=1;Warung Pojok Three Al;4,5;(11);Kafe;Jl. Babakan Lio Jl. Sawah Baru No.3, RT.2/RW.08;
https://www.google.com/maps/place/WARKOP+JP+CABANG+JR+PORTAL/data=!4m7!3m6!1s0x2e69c5ce88084af5:0x404dbd588d2aa19e!8m2!3d-6.5573559!4d106.735102!16s%2Fg%2F11h7f_5_xv!19sChIJ9UoIiM7FaS4RnqEqjVi9TUA?authuser=0&hl=id&rclk=1;WARKOP JP CABANG JR PORTAL;5,0;(4);Kedai Kopi;Jl. Babakan Lb. No.125, RT.1/RW.8;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Warung+Comon/data=!4m7!3m6!1s0x2e69c4c974aaf32f:0xda14622fbc5e5275!8m2!3d-6.5717685!4d106.7308259!16s%2Fg%2F11dyly6rw5!19sChIJL_OqdMnEaS4RdVJevC9iFNo?authuser=0&hl=id&rclk=1;Warung Comon;4,7;(18);Toko umum;Jl. Randu Sari No.35;⋅ Buka pukul 06.00
https://www.google.com/maps/place/Kedai+Air/data=!4m7!3m6!1s0x2e69c52406e3fb3b:0xc3db8d8eb9f8dff8!8m2!3d-6.5656065!4d106.7319404!16s%2Fg%2F11j0c5v4_q!19sChIJO_vjBiTFaS4R-N_4uY6N28M?authuser=0&hl=id&rclk=1;Kedai Air;4,6;(64);Restoran;Jl. Lkr. Perwira;⋅ Buka pukul 14.00
https://www.google.com/maps/place/Xiaolin+Dramaga/data=!4m7!3m6!1s0x2e69c5bb5e395d11:0x4ae7e44658dcbbc0!8m2!3d-6.5594974!4d106.7332036!16s%2Fg%2F11lgmxvt20!19sChIJEV05XrvFaS4RwLvcWEbk50o?authuser=0&hl=id&rclk=1;Xiaolin Dramaga;5,0;(8);Kafe;CPRM+674, Jl. Babakan Tengah;
https://www.google.com/maps/place/Warung+Comon/data=!4m7!3m6!1s0x2e69c4c974aaf32f:0xda14622fbc5e5275!8m2!3d-6.5717685!4d106.7308259!16s%2Fg%2F11dyly6rw5!19sChIJL_OqdMnEaS4RdVJevC9iFNo?authuser=0&hl=id&rclk=1;Warung Comon;4,7;(18);Toko umum;Jl. Randu Sari No.35;⋅ Buka pukul 06.00
https://www.google.com/maps/place/Kedai+Air/data=!4m7!3m6!1s0x2e69c52406e3fb3b:0xc3db8d8eb9f8dff8!8m2!3d-6.5656065!4d106.7319404!16s%2Fg%2F11j0c5v4_q!19sChIJO_vjBiTFaS4R-N_4uY6N28M?authuser=0&hl=id&rclk=1;Kedai Air;4,6;(64);Restoran;Jl. Lkr. Perwira;⋅ Buka pukul 14.00
https://www.google.com/maps/place/Xiaolin+Dramaga/data=!4m7!3m6!1s0x2e69c5bb5e395d11:0x4ae7e44658dcbbc0!8m2!3d-6.5594974!4d106.7332036!16s%2Fg%2F11lgmxvt20!19sChIJEV05XrvFaS4RwLvcWEbk50o?authuser=0&hl=id&rclk=1;Xiaolin Dramaga;5,0;(8);Kafe;CPRM+674, Jl. Babakan Tengah;
https://www.google.com/maps/place/Rumah+Makan+Galuga+Dramaga/data=!4m7!3m6!1s0x2e69c4b82d43aee5:0xac77b5d6736ae775!8m2!3d-6.5662255!4d106.7358532!16s%2Fg%2F1hm2zydsd!19sChIJ5a5DLbjEaS4Rdedqc9a1d6w?authuser=0&hl=id&rclk=1;Rumah Makan Galuga Dramaga;4,2;(830);Sunda;Jl. Sawah Baru No.RT 01/ 01, RT.001/RW.001;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Resto+Abah+Dramaga/data=!4m7!3m6!1s0x2e69c5ba9e63c6ff:0x15b546b9cc34f2d1!8m2!3d-6.5720494!4d106.7362924!16s%2Fg%2F11sf2ylcp1!19sChIJ_8ZjnrrFaS4R0fI0zLlGtRU?authuser=0&hl=id&rclk=1;Resto Abah Dramaga;4,8;(23);Restoran;Jl. Lkr. Dramaga, RT.03/RW.01;⋅ Buka pukul 11.00
https://www.google.com/maps/place/Sambal+Bakar+Indonesia,+Dramaga+IPB+Bogor/data=!4m7!3m6!1s0x2e69c5e97275540d:0xd698de6311d8275b!8m2!3d-6.5700169!4d106.7392929!16s%2Fg%2F11vc6wvs8b!19sChIJDVR1cunFaS4RWyfYEWPemNY?authuser=0&hl=id&rclk=1;Sambal Bakar Indonesia, Dramaga IPB Bogor;4,9;(4.505);Indonesia;Jl. Raya Cibungbulang - Bogor No.41, RT.01/RW.01;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Kita+Coffee+and+Chocolate/data=!4m7!3m6!1s0x2e69dbd3621f2d9f:0xbcff8f2360dca93e!8m2!3d-6.5631017!4d106.7213895!16s%2Fg%2F11r9pvxz5c!19sChIJny0fYtPbaS4RPqncYCOP_7w?authuser=0&hl=id&rclk=1;Kita Coffee and Chocolate;5,0;(4);Kafe;Jl. Raya Cibanteng No.64;⋅ Buka pukul 13.00
https://www.google.com/maps/place/DAPOER+UNGU+DRL/data=!4m7!3m6!1s0x2e69c5be48b77701:0x1cfa8a15984f869a!8m2!3d-6.5625971!4d106.7323395!16s%2Fg%2F11v0dv287p!19sChIJAXe3SL7FaS4RmoZPmBWK-hw?authuser=0&hl=id&rclk=1;DAPOER UNGU DRL;5,0;(21);Restoran;Kampus IPB Bogor, Jl. Raya Dramaga;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Rumah+Makan+Galuga+Dramaga/data=!4m7!3m6!1s0x2e69c4b82d43aee5:0xac77b5d6736ae775!8m2!3d-6.5662255!4d106.7358532!16s%2Fg%2F1hm2zydsd!19sChIJ5a5DLbjEaS4Rdedqc9a1d6w?authuser=0&hl=id&rclk=1;Rumah Makan Galuga Dramaga;4,2;(830);Sunda;Jl. Sawah Baru No.RT 01/ 01, RT.001/RW.001;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Resto+Abah+Dramaga/data=!4m7!3m6!1s0x2e69c5ba9e63c6ff:0x15b546b9cc34f2d1!8m2!3d-6.5720494!4d106.7362924!16s%2Fg%2F11sf2ylcp1!19sChIJ_8ZjnrrFaS4R0fI0zLlGtRU?authuser=0&hl=id&rclk=1;Resto Abah Dramaga;4,8;(23);Restoran;Jl. Lkr. Dramaga, RT.03/RW.01;⋅ Buka pukul 11.00
https://www.google.com/maps/place/Sambal+Bakar+Indonesia,+Dramaga+IPB+Bogor/data=!4m7!3m6!1s0x2e69c5e97275540d:0xd698de6311d8275b!8m2!3d-6.5700169!4d106.7392929!16s%2Fg%2F11vc6wvs8b!19sChIJDVR1cunFaS4RWyfYEWPemNY?authuser=0&hl=id&rclk=1;Sambal Bakar Indonesia, Dramaga IPB Bogor;4,9;(4.505);Indonesia;Jl. Raya Cibungbulang - Bogor No.41, RT.01/RW.01;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Kita+Coffee+and+Chocolate/data=!4m7!3m6!1s0x2e69dbd3621f2d9f:0xbcff8f2360dca93e!8m2!3d-6.5631017!4d106.7213895!16s%2Fg%2F11r9pvxz5c!19sChIJny0fYtPbaS4RPqncYCOP_7w?authuser=0&hl=id&rclk=1;Kita Coffee and Chocolate;5,0;(4);Kafe;Jl. Raya Cibanteng No.64;⋅ Buka pukul 13.00
https://www.google.com/maps/place/DAPOER+UNGU+DRL/data=!4m7!3m6!1s0x2e69c5be48b77701:0x1cfa8a15984f869a!8m2!3d-6.5625971!4d106.7323395!16s%2Fg%2F11v0dv287p!19sChIJAXe3SL7FaS4RmoZPmBWK-hw?authuser=0&hl=id&rclk=1;DAPOER UNGU DRL;5,0;(21);Restoran;Kampus IPB Bogor, Jl. Raya Dramaga;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Warung+Serba+Sambal+GSV/data=!4m7!3m6!1s0x2e69c537bbc1f2d3:0xc17bbb7d78810e80!8m2!3d-6.5515712!4d106.7337307!16s%2Fg%2F11hz64_yx_!19sChIJ0_LBuzfFaS4RgA6BeH27e8E?authuser=0&hl=id&rclk=1;Warung Serba Sambal GSV;4,1;(45);Restoran;CPXM+9FH, Jl. Alternatif IPB;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Coto+Makassar+Daeng+Awa/data=!4m7!3m6!1s0x2e69c55ddc3fe58f:0x3c8a1d51b7409040!8m2!3d-6.5587477!4d106.7331764!16s%2Fg%2F11vb80sr_v!19sChIJj-U_3F3FaS4RQJBAt1Edijw?authuser=0&hl=id&rclk=1;Coto Makassar Daeng Awa;5,0;(39);Restoran;Jl. Babakan Tengah No.39;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Pelangi+seafood+%26+cafe/data=!4m7!3m6!1s0x2e69c57b3304716f:0xe0174dad956f93f7!8m2!3d-6.5670613!4d106.736474!16s%2Fg%2F11rcvb3qsy!19sChIJb3EEM3vFaS4R95Nvla1NF-A?authuser=0&hl=id&rclk=1;Pelangi seafood & cafe;4,7;(7);Hidangan Laut;Jl. Raya Dramaga, RT.01/RW.01;⋅ Buka pukul 10.00
https://www.google.com/maps/place/GEBRAG+%28Homey+Coffee+%26+Eatery%29/data=!4m7!3m6!1s0x2e69c509d0a52ebb:0xeddae882fdda1e4d!8m2!3d-6.5641424!4d106.7368675!16s%2Fg%2F11j4gyl3bn!19sChIJuy6l0AnFaS4RTR7a_YLo2u0?authuser=0&hl=id&rclk=1;GEBRAG (Homey Coffee & Eatery);4,8;(55);Kedai Kopi;Jl. Sawah Baru No.7, RT.01/RW.12;⋅ Buka pukul 15.00
https://www.google.com/maps/place/Mie+Gacoan+Bogor+-+Dramaga/data=!4m7!3m6!1s0x2e69c5066c0ded01:0xedce207a98f16693!8m2!3d-6.5699109!4d106.7392752!16s%2Fg%2F11l3872pry!19sChIJAe0NbAbFaS4Rk2bxmHogzu0?authuser=0&hl=id&rclk=1;Mie Gacoan Bogor - Dramaga;4,4;(416);Mi;Jl. Raya Cibungbulang - Bogor No.42;
https://www.google.com/maps/place/RUMAH+KOPI+RANIN/data=!4m7!3m6!1s0x2e69c42e9c93be1b:0xed6315457426851d!8m2!3d-6.5510705!4d106.7323557!16s%2Fg%2F11b76mcg98!19sChIJG76TnC7EaS4RHYUmdEUVY-0?authuser=0&hl=id&rclk=1;RUMAH KOPI RANIN;4,6;(3.095);Kedai Kopi;Jl. Alternatif IPB Desa;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Kopicentrum/data=!4m7!3m6!1s0x2e69c59ea1c79cfb:0x4069cd103ffda6b9!8m2!3d-6.5588423!4d106.7312526!16s%2Fg%2F11h64yxxj2!19sChIJ-5zHoZ7FaS4Ruab9PxDNaUA?authuser=0&hl=id&rclk=1;Kopicentrum;4,4;(464);Kafe;Jl. Babakan Tengah No.5;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Cafe+Taman+Dramaga/data=!4m7!3m6!1s0x2e69c5e943360ca1:0x835e09ace959dc4e!8m2!3d-6.5699584!4d106.7390865!16s%2Fg%2F11qfn6mv_q!19sChIJoQw2Q-nFaS4RTtxZ6awJXoM?authuser=0&hl=id&rclk=1;Cafe Taman Dramaga;4,0;(194);Restoran;Jl. Raya Dramaga No.Km 7, RT.03/RW.1RT01;⋅ Buka pukul 11.00
https://www.google.com/maps/place/TOMORO+COFFEE+-+IPB+Dramaga/data=!4m7!3m6!1s0x2e69c59e25e619cd:0xfc2294b22d014f9!8m2!3d-6.5603277!4d106.731812!16s%2Fg%2F11svjsll7w!19sChIJzRnmJZ7FaS4R-RTQIkspwg8?authuser=0&hl=id&rclk=1;TOMORO COFFEE - IPB Dramaga;5,0;(272);Kedai Kopi;CPQJ+VP7, Jl. Babakan Raya;⋅ Buka pukul 07.30
https://www.google.com/maps/place/Dakara+Coffee+-+Cafe+%26+Resto/data=!4m7!3m6!1s0x2e69c507e76d4cdf:0xf7f044b4e1475698!8m2!3d-6.5698609!4d106.7355194!16s%2Fg%2F11fqz8gjm3!19sChIJ30xt5wfFaS4RmFZH4bRE8Pc?authuser=0&hl=id&rclk=1;Dakara Coffee - Cafe & Resto;4,5;(593);Kafe;Jl. Lingkar Baru laladon Dramaga IPB Bogor No. 9;⋅ Buka pukul 07.00
https://www.google.com/maps/place/Kedai+Kopi+Nu+Sae+Dramaga/data=!4m7!3m6!1s0x2e69c53b0552155d:0xf58c50632aaf571a!8m2!3d-6.5717337!4d106.7401676!16s%2Fg%2F11fr2nw0f2!19sChIJXRVSBTvFaS4RGlevKmNQjPU?authuser=0&hl=id&rclk=1;Kedai Kopi Nu Sae Dramaga;4,8;(28);Kedai Kopi;CPHR+833, Jl. Raya Dramaga, RT.01/RW.06;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Mendamba+Coffee+%26+Patisserie/data=!4m7!3m6!1s0x2e69c5d9183b19f5:0xecc29bdaa8bec034!8m2!3d-6.5588795!4d106.7341821!16s%2Fg%2F11ns3qh85s!19sChIJ9Rk7GNnFaS4RNMC-qNqbwuw?authuser=0&hl=id&rclk=1;Mendamba Coffee & Patisserie;4,9;(10);Kedai Kopi;Jl. Babakan Tengah No.26;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Starbooth+Coffee/data=!4m7!3m6!1s0x2e69c4baa65a820b:0xacb83532b575224d!8m2!3d-6.5593451!4d106.7350935!16s%2Fg%2F11bzrhn098!19sChIJC4JaprrEaS4RTSJ1tTI1uKw?authuser=0&hl=id&rclk=1;Starbooth Coffee;4,5;(6);Kedai Kopi;Jl. Babakan Tengah No.6;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Berry+Coffee+Kampus+IPB+Dramaga/data=!4m7!3m6!1s0x2e69c58d4f48b22f:0x8c636926985529eb!8m2!3d-6.558887!4d106.7319879!16s%2Fg%2F11jt68pfw_!19sChIJL7JIT43FaS4R6ylVmCZpY4w?authuser=0&hl=id&rclk=1;Berry Coffee Kampus IPB Dramaga;5,0;(18);Kedai Kopi;Jl. Babakan Tengah No.9, RT.01/RW.09;⋅ Buka pukul 08.00
https://www.google.com/maps/place/Takana+Kafe/data=!4m7!3m6!1s0x2e69c4b83f14cc4b:0xde80c308e986f19e!8m2!3d-6.5671404!4d106.7366208!16s%2Fg%2F11dym239qf!19sChIJS8wUP7jEaS4RnvGG6QjDgN4?authuser=0&hl=id&rclk=1;Takana Kafe;4,4;(72);Kafe;Jl. Raya Dramaga No.1;⋅ Buka pukul 11.00
https://www.google.com/maps/place/La+Terra+del+caf%C3%A9+Bogor/data=!4m7!3m6!1s0x2e69c545bcecd265:0xeed048e4105f8965!8m2!3d-6.5724473!4d106.742097!16s%2Fg%2F11j3xd2247!19sChIJZdLsvEXFaS4RZYlfEORI0O4?authuser=0&hl=id&rclk=1;La Terra del café Bogor;4,4;(707);Kedai Kopi;Jl. Raya Dramaga No.1;⋅ Buka pukul 07.30
https://www.google.com/maps/place/WARKOP+BINTANG/data=!4m7!3m6!1s0x2e69c53cc241d7a3:0x5fb811bb2743713a!8m2!3d-6.5591029!4d106.7350368!16s%2Fg%2F11hn87m8cj!19sChIJo9dBwjzFaS4ROnFDJ7sRuF8?authuser=0&hl=id&rclk=1;WARKOP BINTANG;4,5;(12);Kedai Kopi;jl.Bateng No.114B;
https://www.google.com/maps/place/Warkop+Hs+2/data=!4m7!3m6!1s0x2e69c5d1e67933df:0x5cdaf849c137f777!8m2!3d-6.5590183!4d106.7347661!16s%2Fg%2F11fk8fgfxq!19sChIJ3zN55tHFaS4Rd_c3wUn42lw?authuser=0&hl=id&rclk=1;Warkop Hs 2;4,4;(147);Kafe;Jl. Babakan Tengah Kab Bogor No.127, RT.02/RW.08;
https://www.google.com/maps/place/Evlogia+Coffee+%26+Space/data=!4m7!3m6!1s0x2e69c51cfbc0d62b:0xe89a3fab17723a13!8m2!3d-6.5702377!4d106.7356884!16s%2Fg%2F11rkbqg1jj!19sChIJK9bA-xzFaS4REzpyF6s_mug?authuser=0&hl=id&rclk=1;Evlogia Coffee & Space;4,6;(44);Kedai Kopi;CPHP+W74, Jalan Lingkar;⋅ Buka pukul 08.30
https://www.google.com/maps/place/Mahataman+Coffee/data=!4m7!3m6!1s0x2e69c4ae7b198585:0x2bbc5b0dcc886d19!8m2!3d-6.5563685!4d106.7304073!16s%2Fg%2F11bz0wz4vx!19sChIJhYUZe67EaS4RGW2IzA1bvCs?authuser=0&hl=id&rclk=1;Mahataman Coffee;4,6;(202);Kedai Kopi;Jl. Ulin;⋅ Buka pukul 08.00
https://www.google.com/maps/place/Coffee+Cold+Brew+Dua+Rasa+Dramaga+Bogor/data=!4m7!3m6!1s0x2e69c551eff7b41f:0x7ebde5a6a5018f05!8m2!3d-6.5602527!4d106.7318099!16s%2Fg%2F11rb46_2nc!19sChIJH7T371HFaS4RBY8BpablvX4?authuser=0&hl=id&rclk=1;Coffee Cold Brew Dua Rasa Dramaga Bogor;5,0;(1);Kedai Kopi;Jl. Babakan Raya No.47;⋅ Buka pukul 08.00
https://www.google.com/maps/place/TAJIRO+COFFEE/data=!4m7!3m6!1s0x2e69c519776c8edf:0xfa4ee60d0c854ba8!8m2!3d-6.5587304!4d106.7284184!16s%2Fg%2F11kpzx2k6_!19sChIJ345sdxnFaS4RqEuFDA3mTvo?authuser=0&hl=id&rclk=1;TAJIRO COFFEE;4,9;(9);Kedai Kopi;Diatas Kantin SAPTA Fateta, Kampus IPB;⋅ Buka pukul 08.00
https://www.google.com/maps/place/Cobucks+Es+Kopi/data=!4m7!3m6!1s0x2e69c579f9f43ca1:0x47e666a3b6ce7c4d!8m2!3d-6.5591448!4d106.7319383!16s%2Fg%2F11v5v0kk3k!19sChIJoTz0-XnFaS4RTXzOtqNm5kc?authuser=0&hl=id&rclk=1;Cobucks Es Kopi;5,0;(14);Kedai Kopi;Jl. Babakan Raya No.163, RT.04/RW.07;⋅ Buka pukul 09.00
https://www.google.com/maps/place/OLU+COFFEE+DRAMAGA/data=!4m7!3m6!1s0x2e69c5f0bcaa6833:0x8c9bd6b1cee4fac3!8m2!3d-6.5726205!4d106.7459023!16s%2Fg%2F11fl7pzxc4!19sChIJM2iqvPDFaS4Rw_rkzrHWm4w?authuser=0&hl=id&rclk=1;OLU COFFEE DRAMAGA;4,5;(22);Kedai Kopi;Jl. Raya Dramaga No.24, RT.03/RW.02;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Starbucks+Dramaga/data=!4m7!3m6!1s0x2e69c5782b91a8d9:0xfd6f908ba5eb46b8!8m2!3d-6.5717262!4d106.7397298!16s%2Fg%2F11q7ft4yrm!19sChIJ2aiRK3jFaS4RuEbrpYuQb_0?authuser=0&hl=id&rclk=1;Starbucks Dramaga;4,7;(399);Kedai Kopi;RT.01/RW.06;⋅ Buka pukul 09.00
https://www.google.com/maps/place/RUMAH+MATOA+Coffee+%26+Kitchen/data=!4m7!3m6!1s0x2e69c52542252307:0xc699b9caeee01ef8!8m2!3d-6.5543721!4d106.7416419!16s%2Fg%2F11j0sqdln9!19sChIJByMlQiXFaS4R-B7g7sq5mcY?authuser=0&hl=id&rclk=1;RUMAH MATOA Coffee & Kitchen;4,7;(366);Kedai Kopi;Alternative IPB - Samping BMKG, Jl. Cilubang Mekar, RT.01/RW.08;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Point+Coffee+H.Abbas+Dramaga/data=!4m7!3m6!1s0x2e69c5412f241521:0xa6fd9d9d01ac02bb!8m2!3d-6.5708535!4d106.7394967!16s%2Fg%2F11gydlmxsk!19sChIJIRUkL0HFaS4RuwKsAZ2d_aY?authuser=0&hl=id&rclk=1;Point Coffee H.Abbas Dramaga;4,7;(82);Kedai Kopi;Jl. Caringin Darmaga No.36, RT.03/RW.06;⋅ Buka pukul 07.00
https://www.google.com/maps/place/Janji+Jiwa/data=!4m7!3m6!1s0x2e69c5e480575fff:0xaadea8a978b779a6!8m2!3d-6.5613759!4d106.7303556!16s%2Fg%2F11hgjg0xzk!19sChIJ_19XgOTFaS4Rpnm3eKmo3qo?authuser=0&hl=id&rclk=1;Janji Jiwa;4,6;(135);Kedai Kopi;CPQJ+C4X;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Kopi+dari+hati+IPB/data=!4m7!3m6!1s0x2e69c504eb8aefa3:0xa50de6fcdb3521e!8m2!3d-6.5598155!4d106.7317375!16s%2Fg%2F11v3q48pj2!19sChIJo--K6wTFaS4RHlKzzW_eUAo?authuser=0&hl=id&rclk=1;Kopi dari hati IPB;5,0;(2);Kedai Kopi;Jl. Babakan Raya Grawida No.6;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Warung+Kopi+Nyohoka/data=!4m7!3m6!1s0x2e69c5233537b165:0xa898bffccb21c392!8m2!3d-6.5590877!4d106.7318239!16s%2Fg%2F11thc7162r!19sChIJZbE3NSPFaS4RksMhy_y_mKg?authuser=0&hl=id&rclk=1;Warung Kopi Nyohoka;5,0;(4);Kedai Kopi;CPRJ+9P7, Jl. Bara VI;⋅ Buka pukul 07.00
https://www.google.com/maps/place/Tempat+ngopi+RX+king+dan+Toyota+Kijang/data=!4m7!3m6!1s0x2e69c5883aab55f1:0xcf5338c0c64b99d5!8m2!3d-6.549825!4d106.727996!16s%2Fg%2F11smll7zbd!19sChIJ8VWrOojFaS4R1ZlLxsA4U88?authuser=0&hl=id&rclk=1;Tempat ngopi RX king dan Toyota Kijang;5,0;(2);Kedai Kopi;FP2H+557;⋅ Buka pukul 08.45
https://www.google.com/maps/place/kopi+kenangan/data=!4m7!3m6!1s0x2e69c5082cbafdf5:0xa2db198f8e21e67!8m2!3d-6.572386!4d106.742692!16s%2Fg%2F11jjc6wb1g!19sChIJ9f26LAjFaS4RZx7i-JixLQo?authuser=0&hl=id&rclk=1;kopi kenangan;4,5;(94);Kedai Kopi;Jl. Raya Dramaga No.30, RT.03/RW.02;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Biels+Juice+and+soft+Drink/data=!4m7!3m6!1s0x2e69c5d88736d427:0xdd86b396964416a7!8m2!3d-6.5597678!4d106.7348619!16s%2Fg%2F11k3kksg4l!19sChIJJ9Q2h9jFaS4RpxZElpazht0?authuser=0&hl=id&rclk=1;Biels Juice and soft Drink;5,0;(28);Kedai Kopi;Jl. Babakan Tengah Kios No.17;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Nine+to+Nine+Coffee/data=!4m7!3m6!1s0x2e69dbd7f5f5689b:0xfb65d357ffb9d3e8!8m2!3d-6.5648095!4d106.7305704!16s%2Fg%2F11fpq7s7tl!19sChIJm2j19dfbaS4R6NO5_1fTZfs?authuser=0&hl=id&rclk=1;Nine to Nine Coffee;5,0;(3);Kedai Kopi;Apartemen Dramaga Tower kios 15 Ground Floor;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Dawoon+Tea+Balebak+Dramaga/data=!4m7!3m6!1s0x2e69c51e2b40d4df:0x21d6f7e1957dcef1!8m2!3d-6.5587125!4d106.7359432!16s%2Fg%2F11k4pkbxnp!19sChIJ39RAKx7FaS4R8c59leH31iE?authuser=0&hl=id&rclk=1;Dawoon Tea Balebak Dramaga;5,0;(3);Kedai Teh;DAWOON TEA BALEBAK DEKAT ALFAMART IPB DRAMAGA 3, Jl.Balebak Jl. Babakan Lb., RT.02/RW.06;⋅ Buka pukul 11.30
https://www.google.com/maps/place/kopi+kenangan/data=!4m7!3m6!1s0x2e69c5082cbafdf5:0xa2db198f8e21e67!8m2!3d-6.572386!4d106.742692!16s%2Fg%2F11jjc6wb1g!19sChIJ9f26LAjFaS4RZx7i-JixLQo?authuser=0&hl=id&rclk=1;kopi kenangan;4,5;(94);Kedai Kopi;Jl. Raya Dramaga No.30, RT.03/RW.02;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Biels+Juice+and+soft+Drink/data=!4m7!3m6!1s0x2e69c5d88736d427:0xdd86b396964416a7!8m2!3d-6.5597678!4d106.7348619!16s%2Fg%2F11k3kksg4l!19sChIJJ9Q2h9jFaS4RpxZElpazht0?authuser=0&hl=id&rclk=1;Biels Juice and soft Drink;5,0;(28);Kedai Kopi;Jl. Babakan Tengah Kios No.17;⋅ Buka pukul 10.00
https://www.google.com/maps/place/Nine+to+Nine+Coffee/data=!4m7!3m6!1s0x2e69dbd7f5f5689b:0xfb65d357ffb9d3e8!8m2!3d-6.5648095!4d106.7305704!16s%2Fg%2F11fpq7s7tl!19sChIJm2j19dfbaS4R6NO5_1fTZfs?authuser=0&hl=id&rclk=1;Nine to Nine Coffee;5,0;(3);Kedai Kopi;Apartemen Dramaga Tower kios 15 Ground Floor;⋅ Buka pukul 09.00
https://www.google.com/maps/place/Dawoon+Tea+Balebak+Dramaga/data=!4m7!3m6!1s0x2e69c51e2b40d4df:0x21d6f7e1957dcef1!8m2!3d-6.5587125!4d106.7359432!16s%2Fg%2F11k4pkbxnp!19sChIJ39RAKx7FaS4R8c59leH31iE?authuser=0&hl=id&rclk=1;Dawoon Tea Balebak Dramaga;5,0;(3);Kedai Teh;DAWOON TEA BALEBAK DEKAT ALFAMART IPB DRAMAGA 3, Jl.Balebak Jl. Babakan Lb., RT.02/RW.06;⋅ Buka pukul 11.30
https://www.google.com/maps/place/HAELagri+Coffee/data=!4m7!3m6!1s0x2e69c56888a8b641:0x2c3dc3ea6c25026f!8m2!3d-6.553627!4d106.7277216!16s%2Fg%2F11s7y479sg!19sChIJQbaoiGjFaS4RbwIlbOrDPSw?authuser=0&hl=id&rclk=1;HAELagri Coffee;3,3;(7);Kedai Kopi;;⋅ Buka pukul 07.00
